1	"public void test(){
if((Math.abs(oldDelta)<tolerance)||(Math.abs(y0)<=Math.abs(y1))){
delta=0.5*dx;
oldDelta=delta;
}else {
double r3=y1/y0;
double p;
double p1;
if(x0==x2){
p=dx*r3;
p1=1.0-r3;
}else {
double r1=y0/y2;
double r2=y1/y2;
p=r3*(dx*r1-(x1-x0)*(r2-1.0));
p1=(r1-1.0)*(r2-1.0);
}
if(p>0.0){
p1=-p1;
}else {
p=-p;
}
if(2.0*p>=1.5*dx-Math.abs(tolerance*p1)||p>=Math.abs(0.5*oldDelta)){
delta=0.5*dx;
oldDelta=delta;
}else {
oldDelta=delta;
delta=p/p1;
}
}
}"
2	"public void test(){
double x0=x-mean;
return Math.exp(-x0*x0/(2*standardDeviation))/(standardDeviation*SQRT2PI);
}"
3	"public void test(){
if(p==0){
return Double.NEGATIVE_INFINITY;
}
}"
4	"public void test(){
if(p==1){
return Double.POSITIVE_INFINITY;
}
}"
5	"public void test(){
if(p==0){
return Double.NEGATIVE_INFINITY;
}
if(p==1){
return Double.POSITIVE_INFINITY;
}
return super.inverseCumulativeProbability(p);
}"
6	"public void test(){
if(p<0.5){
ret=-Double.MAX_VALUE;
}else {
ret=mean;
}
}"
7	"public void test(){
if(p<0.5){
ret=mean;
}else {
ret=Double.MAX_VALUE;
}
}"
8	"public void test(){
if(p<0.5){
ret=mean-standardDeviation;
}else if(p>0.5){
ret=mean+standardDeviation;
}else {
ret=mean;
}
}"
9	"public void test(){
if(p>0.5){
ret=mean+standardDeviation;
}else {
ret=mean;
}
}"
10	"public void test(){
if(p<0.0||p>1.0){
throw MathRuntimeException.createIllegalArgumentException(""{0} out of [{1}, {2}] range"",p,0.0,1.0);
}
}"
11	"public void test(){
if(p<0.0||p>1.0){
throw MathRuntimeException.createIllegalArgumentException(""{0} out of [{1}, {2}] range"",p,0.0,1.0);
}
probabilityOfSuccess=p;
}"
12	"public void test(){
if(p==0){
return -1;
}
}"
13	"public void test(){
if(p==1){
return Integer.MAX_VALUE;
}
}"
14	"public void test(){
if(p==0){
return -1;
}
if(p==1){
return Integer.MAX_VALUE;
}
return super.inverseCumulativeProbability(p);
}"
15	"public void test(){
if(p==0){
ret=-1;
}else if(p==1){
ret=Integer.MAX_VALUE;
}else {
ret=super.inverseCumulativeProbability(p);
}
}"
16	"public void test(){
if(p==1){
ret=Integer.MAX_VALUE;
}else {
ret=super.inverseCumulativeProbability(p);
}
}"
17	"public void test(){
if(p<0.0||p>1.0){
throw MathRuntimeException.createIllegalArgumentException(""{0} out of [{1}, {2}] range"",p,0.0,1.0);
}else if(p==1.0){
ret=Double.POSITIVE_INFINITY;
}else {
ret=-mean*Math.log(1.0-p);
}
}"
18	"public void test(){
if(p==1.0){
ret=Double.POSITIVE_INFINITY;
}else {
ret=-mean*Math.log(1.0-p);
}
}"
19	"public void test(){
if(p<0.5){
return mean;
}else {
return Double.MAX_VALUE;
}
}"
20	"public void test(){
if(p<0.5){
return mean*0.5;
}else {
return mean;
}
}"
21	"public void test(){
if(p==0){
return 0.0;
}
}"
22	"public void test(){
if(p==0){
return 0.0;
}
if(p==1){
return Double.POSITIVE_INFINITY;
}
return super.inverseCumulativeProbability(p);
}"
23	"public void test(){
if(p<0.5){
ret=getDegreesOfFreedom();
}else {
ret=Double.MAX_VALUE;
}
}"
24	"public void test(){
if(p<0.5){
ret=getDegreesOfFreedom()*0.5;
}else {
ret=getDegreesOfFreedom();
}
}"
25	"public void test(){
if(Math.abs(x-mu)<0.1*(x+mu)){
double d=x-mu;
double v=d/(x+mu);
double s1=v*d;
double s=Double.NaN;
double ej=2.0*x;
v=v*v;
int j=1;
while(s1!=s){
s=s1;
ej*=v;
s1=s+ej/((j*2)+1);
++j;
}
ret=s1;
}else {
ret=x*Math.log(x/mu)+mu-x;
}
}"
26	"public void test(){
if(p<0.1){
ret=-getDeviancePart(n,n*q)-n*p;
}else {
ret=n*Math.log(q);
}
}"
27	"public void test(){
if(q<0.1){
ret=-getDeviancePart(n,n*p)-n*q;
}else {
ret=n*Math.log(p);
}
}"
28	"public void test(){
if(x==n){
if(q<0.1){
ret=-getDeviancePart(n,n*p)-n*q;
}else {
ret=n*Math.log(p);
}
}else {
ret=getStirlingError(n)-getStirlingError(x);
double f=(MathUtils.TWO_PI*x)/n;
ret=-0.5*Math.log(f)+ret;
}
}"
29	"public void test(){
if(x<domain[0]||x>domain[1]){
ret=0.0;
}else {
double p=(double)sampleSize/(double)populationSize;
double q=(double)(populationSize-sampleSize)/(double)populationSize;
double p1=SaddlePointExpansion.logBinomialProbability(x,numberOfSuccesses,p,q);
double p2=SaddlePointExpansion.logBinomialProbability(sampleSize-x,populationSize-numberOfSuccesses,p,q);
double p3=SaddlePointExpansion.logBinomialProbability(sampleSize,populationSize,p,q);
ret=Math.exp(p1+p2-p3);
}
}"
30	"public void test(){
if(p<=0){
throw MathRuntimeException.createIllegalArgumentException(""the Poisson mean must be positive ({0})"",p);
}
}"
31	"public void test(){
if(p<=0){
throw MathRuntimeException.createIllegalArgumentException(""the Poisson mean must be positive ({0})"",p);
}
mean=p;
normal=z;
normal.setMean(p);
normal.setStandardDeviation(Math.sqrt(p));
}"
32	"public void test(){
if(p<0.0||p>1.0){
throw MathRuntimeException.createIllegalArgumentException(""{0} out of [{1}, {2}] range"",p,0.0,1.0);
}
UnivariateRealFunction rootFindingFunction=new UnivariateRealFunction(){
  public double value(  double x) throws FunctionEvaluationException {
    double ret=Double.NaN;
    try {
      ret=cumulativeProbability(x) - p;
    }
 catch (    MathException ex) {
      throw new FunctionEvaluationException(ex,x,ex.getPattern(),ex.getArguments());
    }
    if (Double.isNaN(ret)) {
      throw new FunctionEvaluationException(x,""Cumulative probability function returned NaN for argument {0} p = {1}"",x,p);
    }
    return ret;
  }
}
;
double lowerBound=getDomainLowerBound(p);
double upperBound=getDomainUpperBound(p);
double[] bracket=null;
try{
bracket=UnivariateRealSolverUtils.bracket(rootFindingFunction,getInitialDomain(p),lowerBound,upperBound);
}catch (ConvergenceException ex) {
  if (Math.abs(rootFindingFunction.value(lowerBound)) < getSolverAbsoluteAccuracy()) {
    return lowerBound;
  }
  if (Math.abs(rootFindingFunction.value(upperBound)) < getSolverAbsoluteAccuracy()) {
    return upperBound;
  }
  throw new MathException(ex);
}
double root=UnivariateRealSolverUtils.solve(rootFindingFunction,bracket[0],bracket[1],getSolverAbsoluteAccuracy());
return root;
}"
33	"public void test(){
if(Math.abs(rootFindingFunction.value(lowerBound))<getSolverAbsoluteAccuracy()){
return lowerBound;
}
}"
34	"public void test(){
if(Math.abs(rootFindingFunction.value(upperBound))<getSolverAbsoluteAccuracy()){
return upperBound;
}
}"
35	"public void test(){
if(p==0){
return 0;
}else if(p==1){
return 1;
}else {
return super.inverseCumulativeProbability(p);
}
}"
36	"public void test(){
if(p==1){
return 1;
}else {
return super.inverseCumulativeProbability(p);
}
}"
37	"public void test(){
if(p<0.5){
ret=alpha*beta;
}else {
ret=Double.MAX_VALUE;
}
}"
38	"public void test(){
if(p<0.5){
ret=alpha*beta;
}else error
}"
39	"public void test(){
if(p<0.0||p>1.0){
throw MathRuntimeException.createIllegalArgumentException(""{0} out of [{1}, {2}] range"",p,0.0,1.0);
}else if(p==0){
ret=Double.NEGATIVE_INFINITY;
}else if(p==1){
ret=Double.POSITIVE_INFINITY;
}else {
ret=median+scale*Math.tan(Math.PI*(p-0.5));
}
}"
40	"public void test(){
if(p==0){
ret=Double.NEGATIVE_INFINITY;
