,1,2,3
0,31,0.0
1,49,0.06758551
2,22,0.09420572
3,37,0.09420572
4,50,0.11732187
5,10,0.1256553
6,76,0.13200802
7,85,0.13589917
8,54,0.13731053
9,61,0.13821189
10,25,0.14239444
11,86,0.14454192
12,63,0.1492751
13,23,0.1513305
14,14,0.15334748
15,62,0.15464991
16,64,0.16022207
17,3,0.16047825
18,87,0.161336
19,11,0.16848946
20,68,0.17182638
21,18,0.17596032
22,24,0.17922752
23,15,0.19056723
24,46,0.1952476
25,9,0.1961341
26,57,0.19736283
27,60,0.19736283
28,71,0.19736283
29,5,0.19834276
30,4,0.2018714
31,13,0.20730205
32,7,0.2080251
33,6,0.20938876
34,8,0.21199267
35,65,0.21468619
36,75,0.21690361
37,12,0.21781756
38,53,0.22882947
39,20,0.23818488
40,21,0.23874415
41,2,0.24431407
42,72,0.25140512
43,74,0.25228772
44,73,0.25841454
45,82,0.26125577
46,16,0.26250723
47,67,0.26367804
48,79,0.2674192
49,29,0.2708654
50,36,0.2708654
51,42,0.27375644
52,44,0.27694386
53,58,0.27872545
54,30,0.27891508
55,38,0.27891508
56,19,0.2800728
57,83,0.28407404
58,26,0.28461313
59,81,0.2847
60,43,0.2868986
61,66,0.28837216
62,78,0.28880462
63,41,0.29195583
64,27,0.29254982
65,34,0.29463854
66,59,0.29807895
67,84,0.29906657
68,39,0.30125841
69,56,0.30547896
70,45,0.30884045
71,51,0.31029725
72,48,0.31556115
73,35,0.31774154
74,33,0.31827182
75,47,0.3243165
76,17,0.32711872
77,55,0.3271986
78,28,0.32806697
79,52,0.3315662
80,40,0.3325309
81,32,0.33770576
82,69,0.34663096
83,70,0.36932853
84,80,0.3787243
85,77,0.37879565
